CustomerID,Age,Gender,City,is_Married,family_size,height,annual_income,job,is_physically_ok,has_taken_car_loan,preferable_fuel_choice,vehicle_choice
CusID_03858,46.0,Male,Paris,Married,6.0,158.0,7800.0,Service,Yes,Yes,Hybrid,Compact Sedan
CusID_03859,35.0,Female,London,Married,3.0,147.0,153440.0,Business,Yes,No,Diesel,Sports Sedan
CusID_03860,27.0,Female,Los Angeles,Married,6.0,153.0,36900.0,Service,Yes,Yes,Petrol,Compact Utility Vehicle
CusID_03861,25.0,Not_Specified,Delhi,Single,1.0,138.0,13300.0,Student,Yes,Yes,EV,Compact Utility Vehicle
CusID_03862,28.0,Male,Sydney,Married,5.0,172.0,108100.0,Service,Yes,No,Diesel,Sports Utility Vehicle
CusID_03863,30.0,Male,Munich,Married,4.0,157.0,81850.0,Business,No,Yes,Petrol,Sports Utility Vehicle
CusID_03864,36.0,Female,London,Divorced,2.0,148.0,97600.0,Business,Yes,No,Diesel,Coupe
CusID_03865,34.0,Female,Barcelona,Married,5.0,156.0,112850.0,Business,Yes,No,Petrol,Luxury Sedan
CusID_03866,15.0,Not_Specified,Los Angeles,Single,1.0,145.0,5100.0,Service,Yes,Yes,Hybrid,Compact Sedan
CusID_03867,40.0,Female,Budapest,Divorced,3.0,139.0,102900.0,Service,Yes,No,Hybrid,Station Wagon
CusID_03868,49.0,Male,Perth,Married,3.0,159.0,71400.0,Service,Yes,No,Petrol,Sedan
CusID_03869,46.0,Female,Vancouver,Single,1.0,139.0,165300.0,Service,Yes,No,Hybrid,Convertible
CusID_03870,35.0,Female,Berlin,Married,5.0,154.0,50230.0,Business,Yes,Yes,Petrol,Sports Sedan
CusID_03871,34.0,Not_Specified,London,Single,1.0,159.0,158170.0,,Yes,No,Petrol,Pickup-Truck
CusID_03872,48.0,Male,Toronto,Married,4.0,150.0,154200.0,Business,Yes,No,Diesel,Sports Sedan
CusID_03873,36.0,Male,Kolkata,Divorced,4.0,171.0,98280.0,Business,Yes,No,Diesel,Crossover
CusID_03874,42.0,Female,,Married,6.0,157.0,86800.0,Service,Yes,No,Hybrid,Station Wagon
CusID_03875,37.0,Female,Budapest,Married,5.0,155.0,77350.0,Business,Yes,Yes,Petrol,Sports Sedan
CusID_03876,20.0,Male,Vancouver,Single,1.0,180.0,7700.0,Service,Yes,Yes,Hybrid,Hatchback
CusID_03877,16.0,Not_Specified,Paris,Single,1.0,138.0,2300.0,Student,Yes,Yes,EV,Hatchback
CusID_03878,23.0,Male,Munich,Married,2.0,167.0,136280.0,Business,Yes,No,Petrol,Sports Coupe
CusID_03879,22.0,Female,Paris,Divorced,2.0,143.0,75350.0,Business,Yes,Yes,Petrol,Coupe
CusID_03880,28.0,Not_Specified,Munich,Divorced,4.0,151.0,127600.0,Service,Yes,No,Petrol,Sports Utility Vehicle
CusID_03881,19.0,Male,Barcelona,Single,1.0,,3000.0,Student,Yes,Yes,Hybrid,Compact Utility Vehicle
CusID_03882,38.0,Female,Delhi,Divorced,2.0,140.0,37480.0,Business,Yes,Yes,Petrol,Coupe
CusID_03883,26.0,Male,Sydney,Divorced,4.0,173.0,19700.0,Service,Yes,Yes,Diesel,Compact Utility Vehicle
CusID_03884,18.0,Male,Chennai,Single,1.0,159.0,2300.0,Service,Yes,Yes,Hybrid,Hatchback
CusID_03885,32.0,Female,Chennai,Married,6.0,153.0,52170.0,Business,No,Yes,Diesel,Compact Utility Vehicle
CusID_03886,27.0,Female,Delhi,Married,5.0,157.0,127400.0,Service,Yes,No,Diesel,Sports Utility Vehicle
CusID_03887,17.0,Male,Florence,Single,1.0,161.0,2200.0,Service,Yes,Yes,Hybrid,Hatchback
CusID_03888,23.0,Female,Florence,Divorced,4.0,156.0,68280.0,Business,Yes,Yes,Diesel,Utility Vehicle
CusID_03889,21.0,Not_Specified,Sydney,Married,3.0,141.0,95500.0,Service,Yes,No,Hybrid,Crossover
CusID_03890,49.0,Male,Chennai,Divorced,3.0,161.0,155060.0,Business,Yes,No,Diesel,Sports Utility Vehicle
CusID_03891,33.0,Not_Specified,Paris,Married,2.0,158.0,76910.0,Business,Yes,Yes,Diesel,Utility Vehicle
CusID_03892,35.0,Female,London,Divorced,4.0,159.0,469400.0,Undisclosed,Yes,No,Petrol,Luxury Sedan
CusID_03893,49.0,Female,Taipei,Married,2.0,155.0,97350.0,Business,Yes,No,Petrol,Crossover
CusID_03894,22.0,Male,Vienna,Married,4.0,168.0,39570.0,Business,Yes,Yes,Diesel,Utility Vehicle
CusID_03895,,Female,Taipei,Married,2.0,152.0,134600.0,Service,Yes,No,Petrol,Sports Utility Vehicle
CusID_03896,23.0,Not_Specified,Los Angeles,Married,3.0,147.0,84200.0,Service,Yes,No,Diesel,Crossover
CusID_03897,52.0,Female,San Francisco,Divorced,2.0,152.0,173600.0,Service,Yes,No,Diesel,Sports Coupe
CusID_03898,21.0,Not_Specified,San Francisco,Divorced,4.0,158.0,115840.0,Business,Yes,No,Petrol,Utility Vehicle
CusID_03899,26.0,Male,Berlin,Married,5.0,158.0,110800.0,Service,Yes,No,Diesel,Sports Utility Vehicle
CusID_03900,25.0,Not_Specified,San Francisco,Married,6.0,141.0,50700.0,Service,Yes,No,Hybrid,Sports Utility Vehicle
CusID_03901,20.0,Male,San Francisco,Single,1.0,170.0,8500.0,Student,Yes,Yes,EV,Compact Utility Vehicle
CusID_03902,38.0,Female,Vienna,Married,3.0,146.0,16000.0,Service,Yes,Yes,Petrol,Crossover
CusID_03903,27.0,Female,London,Married,6.0,161.0,93160.0,Business,Yes,No,Petrol,Sports Sedan
CusID_03904,34.0,Female,Paris,Divorced,4.0,142.0,97010.0,Business,Yes,No,Diesel,Utility Vehicle
CusID_03905,37.0,Female,Los Angeles,Married,2.0,139.0,186400.0,Service,Yes,No,Hybrid,Luxury Sedan
CusID_03906,27.0,Not_Specified,Kolkata,Single,1.0,160.0,14400.0,Student,Yes,Yes,Petrol,Compact Utility Vehicle
CusID_03907,38.0,Male,Sydney,Divorced,3.0,164.0,414400.0,Undisclosed,Yes,Yes,Petrol,Luxury Sedan
CusID_03908,36.0,Female,Perth,Single,,159.0,120960.0,Business,No,No,Petrol,Sedan
CusID_03909,55.0,Female,Berlin,Divorced,3.0,159.0,155270.0,Business,Yes,No,Petrol,Luxury Sedan
CusID_03910,24.0,Female,Paris,Married,3.0,141.0,58090.0,,Yes,Yes,Petrol,Crossover
CusID_03911,33.0,Female,Shinjuku,Single,1.0,158.0,145710.0,Business,Yes,No,Petrol,Convertible
CusID_03912,23.0,Female,Budapest,Divorced,4.0,,125100.0,Service,Yes,No,Petrol,Station Wagon
CusID_03913,37.0,Male,Berlin,Married,4.0,174.0,84100.0,Business,Yes,Yes,Petrol,Sports Sedan
CusID_03914,33.0,Male,Mumbai,Single,1.0,154.0,173300.0,Service,Yes,No,Diesel,Luxury Coupe
CusID_03915,20.0,Male,Paris,Single,1.0,141.0,3300.0,Student,,Yes,EV,Hatchback
CusID_03916,30.0,,Chennai,Single,1.0,142.0,153270.0,Business,Yes,No,Petrol,Pickup-Truck
CusID_03917,34.0,Female,Kolkata,Married,2.0,153.0,144020.0,Business,Yes,No,Diesel,Sports Sedan
CusID_03918,27.0,Female,Florence,Married,4.0,153.0,13500.0,Service,Yes,Yes,Petrol,Hatchback
CusID_03919,31.0,Male,Sydney,Married,3.0,161.0,187900.0,Service,Yes,No,Hybrid,Crossover
CusID_03920,15.0,Male,Kuala Lampur,Single,1.0,154.0,4700.0,Student,Yes,Yes,Hybrid,Hatchback
CusID_03921,28.0,Female,Paris,Divorced,3.0,149.0,63100.0,Service,Yes,No,Diesel,Utility Vehicle
CusID_03922,32.0,Female,Shinjuku,Divorced,2.0,158.0,118500.0,Business,Yes,No,Diesel,Convertible
CusID_03923,28.0,Not_Specified,Budapest,Divorced,3.0,159.0,33160.0,Business,Yes,Yes,Diesel,Compact Utility Vehicle
CusID_03924,25.0,Male,Taipei,Single,1.0,155.0,62300.0,Service,Yes,No,Diesel,Sports Utility Vehicle
CusID_03925,28.0,Female,Vancouver,Married,4.0,136.0,108410.0,Business,Yes,No,Petrol,Crossover
CusID_03926,21.0,Not_Specified,London,Divorced,2.0,137.0,51790.0,Business,Yes,Yes,Diesel,Sports Utility Vehicle
CusID_03927,22.0,Female,Kuala Lampur,Divorced,2.0,147.0,106700.0,Business,Yes,No,Petrol,Convertible
CusID_03928,20.0,Male,Munich,Single,1.0,148.0,5300.0,Student,Yes,Yes,Hybrid,Hatchback
CusID_03929,50.0,Male,Perth,Single,1.0,145.0,137300.0,Service,Yes,No,Hybrid,Luxury Coupe
CusID_03930,22.0,Male,Mumbai,Married,2.0,154.0,186700.0,Service,Yes,No,Hybrid,Crossover
CusID_03931,44.0,Male,Kolkata,Single,1.0,155.0,148020.0,Business,Yes,No,Petrol,Luxury Coupe
CusID_03932,27.0,Female,Vancouver,Married,6.0,153.0,53700.0,Business,Yes,Yes,Diesel,Sports Sedan
CusID_03933,23.0,Female,Paris,Married,4.0,161.0,108300.0,Service,Yes,No,Diesel,Sports Utility Vehicle
CusID_03934,23.0,Female,,Divorced,2.0,136.0,,Service,Yes,No,Hybrid,Utility Vehicle
CusID_03935,49.0,Female,Shinjuku,Divorced,2.0,158.0,69700.0,Service,Yes,No,Petrol,Utility Vehicle
CusID_03936,35.0,Male,Budapest,Married,2.0,148.0,67540.0,Business,No,Yes,Diesel,Pickup-Truck
CusID_03937,31.0,,Vienna,Divorced,4.0,154.0,67440.0,Business,Yes,Yes,Petrol,Sports Utility Vehicle
CusID_03938,41.0,Female,Kuala Lampur,Divorced,3.0,146.0,18800.0,,Yes,Yes,Petrol,Compact Utility Vehicle
CusID_03939,35.0,Female,Toronto,Married,2.0,160.0,101000.0,Service,Yes,,Diesel,Sports Utility Vehicle
CusID_03940,28.0,Male,Budapest,Divorced,4.0,156.0,43400.0,Service,Yes,Yes,Diesel,Crossover
CusID_03941,47.0,Male,Barcelona,Married,4.0,180.0,39700.0,Service,Yes,Yes,Hybrid,Crossover
CusID_03942,25.0,Female,Kolkata,Married,6.0,159.0,151490.0,Business,Yes,No,Diesel,Sports Utility Vehicle
CusID_03943,36.0,Male,Sydney,Single,1.0,171.0,76930.0,Business,Yes,Yes,Diesel,Sportscar
CusID_03944,46.0,Female,London,Married,4.0,149.0,65090.0,Business,Yes,Yes,Petrol,Crossover
CusID_03945,35.0,Male,Sydney,Married,6.0,157.0,39200.0,Service,Yes,Yes,Hybrid,Compact Utility Vehicle
CusID_03946,37.0,Female,Los Angeles,Married,2.0,140.0,143800.0,Service,Yes,No,Diesel,Sports Utility Vehicle
CusID_03947,18.0,Female,Los Angeles,Single,1.0,163.0,6000.0,Service,,Yes,Diesel,Compact Utility Vehicle
CusID_03948,35.0,Female,Chennai,Married,2.0,145.0,160410.0,Business,Yes,No,Petrol,Luxury Sedan
CusID_03949,35.0,Male,Toronto,Married,5.0,155.0,148200.0,Service,Yes,No,Diesel,Sports Utility Vehicle
CusID_03950,60.0,Male,Chennai,Divorced,2.0,169.0,57100.0,Business,Yes,Yes,Petrol,Sedan
CusID_03951,27.0,Not_Specified,Vancouver,Single,1.0,138.0,14900.0,Student,Yes,Yes,EV,Compact Utility Vehicle
CusID_03952,39.0,Male,Toronto,Married,4.0,164.0,68360.0,Business,Yes,Yes,Petrol,Sports Sedan
CusID_03953,31.0,Male,Sydney,Single,1.0,154.0,80170.0,Business,Yes,Yes,Petrol,Sportscar
CusID_03954,25.0,Male,Los Angeles,Married,5.0,155.0,176200.0,Service,Yes,No,Petrol,Sports Sedan
CusID_03955,40.0,Female,Paris,Married,5.0,143.0,49510.0,Business,No,Yes,Petrol,Sedan
CusID_03956,45.0,,Barcelona,Married,3.0,137.0,131570.0,Business,Yes,No,Petrol,Luxury Sedan
CusID_03957,26.0,Female,Kolkata,Married,5.0,143.0,151700.0,Service,Yes,No,Petrol,Sports Utility Vehicle
CusID_03958,31.0,Male,Chennai,Divorced,4.0,172.0,125170.0,Business,Yes,No,Diesel,Sports Utility Vehicle
CusID_03959,46.0,Male,Munich,Married,5.0,165.0,10000.0,Service,Yes,Yes,Hybrid,Compact Sedan
CusID_03960,55.0,Female,Budapest,Married,3.0,156.0,146630.0,Business,Yes,No,Petrol,Luxury Sedan
CusID_03961,23.0,Male,San Francisco,Married,4.0,150.0,159050.0,Business,Yes,No,Petrol,Sports Coupe
CusID_03962,33.0,Female,Vienna,Divorced,2.0,156.0,125710.0,Business,Yes,No,Petrol,Convertible
CusID_03963,40.0,Female,Barcelona,,3.0,142.0,129300.0,Service,Yes,No,Petrol,Station Wagon
CusID_03964,59.0,Female,Chennai,Divorced,3.0,139.0,150430.0,Business,Yes,No,Petrol,Luxury Sedan
CusID_03965,20.0,Female,Vancouver,Single,1.0,141.0,4500.0,,Yes,Yes,Hybrid,Compact Utility Vehicle
CusID_03966,31.0,Male,Vienna,Divorced,2.0,,146220.0,Business,,No,Petrol,Sports Utility Vehicle
CusID_03967,32.0,Male,London,Married,4.0,155.0,133500.0,Service,Yes,No,Diesel,Sports Utility Vehicle
CusID_03968,22.0,Male,Taipei,Married,3.0,153.0,164600.0,Service,Yes,No,Diesel,Sports Utility Vehicle
CusID_03969,35.0,Female,,Divorced,3.0,139.0,,Business,Yes,No,Petrol,Luxury Sedan
CusID_03970,23.0,Male,Florence,Married,2.0,178.0,157300.0,Business,Yes,No,Petrol,Sports Coupe
CusID_03971,50.0,Male,Kolkata,Divorced,2.0,138.0,25500.0,Service,No,Yes,Diesel,Compact Utility Vehicle
CusID_03972,33.0,Not_Specified,Berlin,Single,1.0,157.0,,Business,Yes,No,Diesel,Pickup-Truck
CusID_03973,19.0,Male,Shinjuku,Single,1.0,149.0,6500.0,Student,Yes,Yes,Petrol,Hatchback
CusID_03974,49.0,Male,Florence,Divorced,4.0,168.0,127010.0,Business,Yes,No,Petrol,Sports Utility Vehicle
CusID_03975,40.0,Female,Florence,Married,3.0,140.0,158880.0,Business,Yes,No,Diesel,Sports Sedan
CusID_03976,32.0,Female,London,Single,1.0,136.0,30260.0,Business,Yes,Yes,Diesel,Utility Vehicle
CusID_03977,59.0,Female,Berlin,Married,4.0,144.0,80030.0,Business,Yes,Yes,Petrol,Crossover
CusID_03978,35.0,Not_Specified,Barcelona,Divorced,2.0,144.0,160960.0,Business,Yes,No,Diesel,Pickup-Truck
CusID_03979,28.0,Female,Perth,Married,4.0,140.0,117900.0,Business,No,No,Diesel,Compact Utility Vehicle
CusID_03980,28.0,Not_Specified,Budapest,Married,4.0,145.0,69790.0,Business,Yes,Yes,Diesel,Utility Vehicle
CusID_03981,17.0,Female,,Single,,141.0,5000.0,Service,Yes,Yes,Petrol,Compact Utility Vehicle
CusID_03982,23.0,Female,Barcelona,Married,6.0,141.0,64310.0,Business,Yes,Yes,Petrol,Sports Sedan
CusID_03983,58.0,Male,San Francisco,Married,3.0,148.0,50950.0,Business,Yes,Yes,Diesel,Pickup-Truck
CusID_03984,24.0,Female,Shinjuku,Married,4.0,135.0,87060.0,Business,Yes,Yes,Petrol,Crossover
CusID_03985,21.0,Not_Specified,London,Divorced,2.0,149.0,143700.0,Service,Yes,No,Hybrid,Sports Utility Vehicle
CusID_03986,32.0,Male,Chennai,Married,3.0,151.0,15400.0,Service,Yes,Yes,Diesel,Compact Utility Vehicle
CusID_03987,35.0,Not_Specified,Shinjuku,Divorced,4.0,141.0,145440.0,Business,Yes,No,Petrol,Utility Vehicle
CusID_03988,53.0,Female,Budapest,Married,5.0,161.0,129190.0,Business,Yes,No,Diesel,Sports Utility Vehicle
CusID_03989,39.0,Female,Shinjuku,Divorced,3.0,161.0,141000.0,Service,Yes,No,Hybrid,Station Wagon
CusID_03990,20.0,Male,Kolkata,Single,1.0,162.0,3700.0,Service,Yes,Yes,Hybrid,Hatchback
CusID_03991,31.0,Male,Chennai,Married,2.0,173.0,182100.0,Service,Yes,No,Petrol,Sports Sedan
CusID_03992,24.0,Male,Vienna,Married,5.0,169.0,70900.0,Service,Yes,No,Hybrid,Crossover
CusID_03993,24.0,Male,San Francisco,Married,4.0,160.0,52760.0,Business,Yes,Yes,Diesel,Pickup-Truck
CusID_03994,58.0,Male,Shinjuku,Divorced,3.0,176.0,145300.0,Undisclosed,Yes,Yes,Hybrid,Luxury Sedan
CusID_03995,35.0,Male,Sydney,Married,4.0,153.0,154090.0,Business,Yes,No,Diesel,Sports Sedan
CusID_03996,25.0,Female,Vienna,Married,5.0,151.0,161600.0,Service,Yes,No,Petrol,Sports Utility Vehicle
CusID_03997,22.0,Female,Munich,Married,6.0,160.0,93010.0,Business,Yes,No,Petrol,Sports Sedan
CusID_03998,25.0,Not_Specified,Paris,Single,1.0,153.0,32800.0,Service,Yes,Yes,Petrol,Sports Utility Vehicle
CusID_03999,15.0,Not_Specified,Toronto,Single,1.0,144.0,8600.0,Student,Yes,Yes,Hybrid,Compact Utility Vehicle
CusID_04000,20.0,Male,New York City,Single,1.0,165.0,8500.0,Service,Yes,Yes,Hybrid,Hatchback
CusID_04001,34.0,Female,Shinjuku,,3.0,156.0,58140.0,Business,Yes,Yes,Diesel,Compact Utility Vehicle
CusID_04002,46.0,Female,Kolkata,Married,6.0,150.0,154830.0,Business,Yes,No,Petrol,Luxury Sedan
CusID_04003,42.0,Male,Kuala Lampur,Married,4.0,157.0,153100.0,Business,Yes,No,Diesel,Sports Sedan
CusID_04004,20.0,Male,San Francisco,Single,1.0,154.0,8200.0,Service,Yes,Yes,Diesel,Compact Sedan
CusID_04005,32.0,Male,Toronto,Divorced,2.0,157.0,127140.0,Business,No,No,Petrol,Sports Utility Vehicle
CusID_04006,27.0,Female,San Francisco,Married,3.0,137.0,175800.0,Service,Yes,No,Hybrid,Luxury Sedan
CusID_04007,21.0,Male,Toronto,Married,3.0,155.0,134480.0,Business,Yes,No,Diesel,Sports Sedan
CusID_04008,29.0,Female,Kuala Lampur,Divorced,3.0,136.0,116020.0,Business,Yes,No,Diesel,Sports Utility Vehicle
CusID_04009,39.0,Male,New York City,Single,1.0,171.0,69710.0,Business,Yes,Yes,Diesel,Sportscar
CusID_04010,31.0,Female,Barcelona,Married,3.0,158.0,162000.0,Business,Yes,No,Diesel,Sports Sedan
CusID_04011,27.0,Female,Kolkata,Divorced,3.0,160.0,84160.0,Business,No,Yes,Petrol,Compact Utility Vehicle
CusID_04012,35.0,Female,Florence,Married,3.0,160.0,34880.0,Business,No,Yes,Diesel,Minivan
CusID_04013,35.0,Female,Kolkata,Married,6.0,142.0,169600.0,Service,Yes,No,Petrol,Sports Utility Vehicle
CusID_04014,17.0,Not_Specified,Mumbai,Single,1.0,153.0,8000.0,Student,Yes,Yes,EV,Hatchback
CusID_04015,33.0,Male,Perth,Married,3.0,180.0,72500.0,Service,Yes,No,Hybrid,Crossover
CusID_04016,27.0,Not_Specified,Berlin,Single,1.0,137.0,14000.0,Student,Yes,Yes,Hybrid,Compact Utility Vehicle
CusID_04017,37.0,Female,Paris,Single,1.0,152.0,143990.0,Business,Yes,No,Diesel,Convertible
CusID_04018,28.0,Female,Sydney,Divorced,3.0,157.0,132410.0,Business,Yes,No,Diesel,Sports Utility Vehicle
CusID_04019,27.0,Female,Perth,Married,2.0,137.0,52540.0,Business,Yes,Yes,Diesel,Compact Utility Vehicle
CusID_04020,28.0,Not_Specified,Vienna,Single,1.0,151.0,12500.0,Student,Yes,Yes,Petrol,Compact Utility Vehicle
CusID_04021,31.0,Male,Vienna,Married,4.0,169.0,164900.0,Service,Yes,No,Diesel,Sports Utility Vehicle
CusID_04022,31.0,Male,Budapest,Single,1.0,166.0,144130.0,Business,Yes,,Petrol,Luxury Coupe
CusID_04023,27.0,Female,London,Married,4.0,150.0,105100.0,Service,No,No,Petrol,Station Wagon
CusID_04024,35.0,Female,Vienna,Married,6.0,152.0,124510.0,Business,Yes,No,Petrol,Luxury Sedan
CusID_04025,32.0,Female,San Francisco,Married,3.0,158.0,114100.0,Service,Yes,No,Diesel,Sports Utility Vehicle
CusID_04026,33.0,Male,Toronto,Married,4.0,167.0,80100.0,Service,Yes,No,Diesel,Pickup-Truck
CusID_04027,37.0,Male,Toronto,Married,4.0,145.0,94800.0,Service,Yes,No,Diesel,Pickup-Truck
CusID_04028,49.0,Female,Chennai,Married,2.0,142.0,72400.0,Service,Yes,No,Hybrid,Utility vehicle
CusID_04029,25.0,Female,,Single,1.0,154.0,11800.0,Student,Yes,Yes,EV,Sedan
CusID_04030,28.0,Male,Kuala Lampur,Married,5.0,142.0,82900.0,Business,Yes,Yes,Diesel,Utility Vehicle
CusID_04031,20.0,Male,Paris,Single,1.0,146.0,7200.0,Service,No,Yes,Hybrid,Crossover
CusID_04032,32.0,Male,Los Angeles,Divorced,3.0,143.0,90080.0,Business,Yes,No,Diesel,Crossover
CusID_04033,47.0,Female,Florence,Single,1.0,139.0,138130.0,Business,Yes,No,Petrol,Convertible
CusID_04034,35.0,Female,Toronto,Married,5.0,,38970.0,Business,Yes,Yes,Diesel,Sedan
CusID_04035,33.0,Not_Specified,Paris,Divorced,3.0,144.0,101830.0,Business,Yes,No,Petrol,Utility Vehicle
CusID_04036,39.0,Female,Vienna,Married,3.0,144.0,176400.0,Service,Yes,No,Diesel,Luxury Sedan
CusID_04037,,Male,Mumbai,Married,6.0,158.0,155630.0,Business,Yes,No,Petrol,Luxury Sedan
CusID_04038,25.0,Not_Specified,Los Angeles,Married,6.0,138.0,55360.0,,Yes,Yes,Diesel,Compact Utility Vehicle
CusID_04039,18.0,Not_Specified,Budapest,Single,1.0,151.0,8700.0,Student,Yes,Yes,Petrol,Compact Utility Vehicle
CusID_04040,24.0,Not_Specified,London,Single,1.0,155.0,186200.0,Service,Yes,No,Petrol,Convertible
CusID_04041,20.0,Male,Perth,Single,1.0,,3300.0,Service,Yes,Yes,Diesel,Compact Sedan
CusID_04042,27.0,Male,Los Angeles,Married,5.0,171.0,92890.0,Business,Yes,No,Petrol,Compact Utility Vehicle
CusID_04043,34.0,Male,Kuala Lampur,Married,6.0,141.0,72670.0,Business,Yes,Yes,Diesel,Utility Vehicle
CusID_04044,31.0,Not_Specified,Paris,Single,1.0,160.0,133610.0,Business,Yes,No,Petrol,Pickup-Truck
CusID_04045,37.0,,Taipei,Married,6.0,177.0,76800.0,Service,Yes,No,Petrol,Sedan
CusID_04046,49.0,Female,Los Angeles,Divorced,3.0,135.0,132800.0,Service,Yes,No,Hybrid,Station Wagon
CusID_04047,27.0,Female,Berlin,Divorced,3.0,140.0,44320.0,Business,Yes,Yes,Petrol,Sedan
CusID_04048,36.0,Male,Sydney,Divorced,2.0,178.0,438100.0,Undisclosed,Yes,Yes,Diesel,Luxury Coupe
CusID_04049,36.0,Female,Kolkata,Married,3.0,140.0,151310.0,Business,Yes,No,Petrol,Luxury Sedan
CusID_04050,26.0,Male,Paris,Married,4.0,140.0,136430.0,Business,Yes,No,Diesel,Sports Sedan
CusID_04051,36.0,Male,Sydney,Married,6.0,167.0,135200.0,Service,Yes,No,Petrol,Sports Sedan
CusID_04052,31.0,Not_Specified,London,Single,1.0,157.0,76300.0,Business,Yes,Yes,Diesel,Sports Utility Vehicle
CusID_04053,27.0,Not_Specified,Vancouver,Married,4.0,141.0,132860.0,Business,Yes,No,,Luxury Sedan
CusID_04054,57.0,Female,Shinjuku,Divorced,2.0,137.0,145600.0,Business,Yes,No,Diesel,Convertible
CusID_04055,47.0,Female,Toronto,Married,5.0,137.0,56830.0,Business,Yes,Yes,Diesel,Sports Sedan
CusID_04056,60.0,Male,Kuala Lampur,Divorced,3.0,163.0,56850.0,Business,Yes,Yes,Diesel,Crossover
CusID_04057,32.0,Female,Mumbai,Married,4.0,153.0,63440.0,Business,Yes,Yes,Petrol,Crossover
CusID_04058,21.0,Male,Vancouver,Single,1.0,168.0,12700.0,Student,Yes,Yes,EV,Crossover
CusID_04059,37.0,Female,London,Married,4.0,144.0,44360.0,Business,Yes,Yes,Petrol,Utility Vehicle
CusID_04060,30.0,Female,Perth,Divorced,3.0,154.0,32560.0,Business,Yes,Yes,Diesel,Utility Vehicle
CusID_04061,21.0,Male,Shinjuku,Divorced,2.0,168.0,186600.0,Service,Yes,No,Diesel,Sportscar
CusID_04062,16.0,Male,Paris,Single,1.0,,6300.0,Service,Yes,Yes,Diesel,Compact Sedan
CusID_04063,24.0,Not_Specified,Mumbai,Married,5.0,142.0,46140.0,Business,Yes,Yes,Diesel,Compact Utility Vehicle
CusID_04064,26.0,Female,Budapest,Married,5.0,153.0,186000.0,Service,Yes,No,Hybrid,Sports Utility Vehicle
CusID_04065,15.0,Not_Specified,Shinjuku,Single,1.0,141.0,5700.0,Service,Yes,Yes,Diesel,Compact Sedan
CusID_04066,20.0,Male,Vancouver,Single,1.0,175.0,6100.0,Service,Yes,Yes,Diesel,Compact Sedan
CusID_04067,36.0,Male,San Francisco,Single,1.0,173.0,40730.0,Business,Yes,Yes,Diesel,Pickup-Truck
CusID_04068,31.0,Male,Florence,Single,1.0,148.0,88770.0,Business,Yes,Yes,Diesel,Sportscar
CusID_04069,36.0,Female,London,Married,4.0,141.0,37300.0,Service,Yes,Yes,Petrol,Crossover
CusID_04070,17.0,Not_Specified,Sydney,Single,1.0,138.0,4600.0,Student,Yes,Yes,Hybrid,Hatchback
CusID_04071,39.0,Female,Mumbai,Married,2.0,137.0,37650.0,Business,Yes,Yes,Petrol,Utility Vehicle
CusID_04072,29.0,Male,Shinjuku,Divorced,3.0,170.0,134210.0,Business,Yes,No,Petrol,Luxury Sedan
CusID_04073,23.0,Male,London,Married,5.0,152.0,30800.0,Business,Yes,Yes,Petrol,Sedan
CusID_04074,23.0,Female,Vienna,Married,3.0,150.0,17800.0,Service,Yes,Yes,,Crossover
CusID_04075,25.0,Female,Sydney,Divorced,2.0,144.0,42500.0,Service,Yes,Yes,Hybrid,Compact Utility Vehicle
CusID_04076,35.0,Not_Specified,Vancouver,Divorced,4.0,138.0,93050.0,Business,Yes,No,Diesel,Sports Utility Vehicle
CusID_04077,56.0,Male,London,Divorced,4.0,166.0,7500.0,Service,Yes,Yes,Petrol,Compact Sedan
CusID_04078,33.0,Male,Kuala Lampur,Married,3.0,151.0,148150.0,Business,Yes,No,Diesel,Sports Sedan
CusID_04079,20.0,Not_Specified,Taipei,Single,1.0,154.0,4300.0,Service,Yes,Yes,Hybrid,Hatchback
CusID_04080,35.0,Female,San Francisco,Married,5.0,162.0,31550.0,Business,Yes,Yes,Petrol,Sedan
CusID_04081,20.0,Male,Chennai,Single,1.0,155.0,6500.0,Service,Yes,Yes,Diesel,Compact Sedan
CusID_04082,15.0,Female,Toronto,Single,1.0,152.0,2500.0,Student,Yes,Yes,Petrol,Compact Sedan
CusID_04083,30.0,Male,Toronto,Married,6.0,153.0,87390.0,Business,Yes,Yes,Petrol,Compact Utility Vehicle
CusID_04084,37.0,Male,Barcelona,Married,3.0,175.0,160990.0,Business,Yes,No,Petrol,Sports Coupe
CusID_04085,17.0,Male,New York City,Single,1.0,150.0,6100.0,Student,Yes,Yes,Petrol,Hatchback
CusID_04086,27.0,Female,Perth,Divorced,4.0,136.0,153400.0,Service,Yes,No,Hybrid,Station Wagon
CusID_04087,35.0,Male,Vancouver,Married,,154.0,140850.0,Business,Yes,No,Diesel,Sports Sedan
CusID_04088,22.0,Female,Budapest,Married,6.0,154.0,100870.0,Business,Yes,No,Diesel,Sports Sedan
CusID_04089,36.0,Male,Sydney,Divorced,4.0,155.0,136580.0,Business,Yes,No,Diesel,Sports Utility Vehicle
CusID_04090,37.0,Female,Chennai,Married,6.0,136.0,62840.0,Business,Yes,Yes,Petrol,Sports Sedan
CusID_04091,28.0,Not_Specified,Shinjuku,Married,4.0,153.0,100700.0,Service,Yes,No,Petrol,Sports Sedan
